Product ID,Category,Brand,Season,Size,Color,Original Price,Markdown Percentage,Current Price,Purchase Date,Stock Quantity,Customer Rating,Is Returned,Return Reason,Discount Amount,Rating Category,Price Realization,Discount %,Stock Value,Stock Status,Discount Category
FB000429,Dresses,Banana Republic,Fall,XL,Purple,$106.2,0.00,$106.2,06-Aug-25,35,4.5,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$3,717.00",Over Stock,No Discount
FB000433,Bottoms,Forever21,Fall,M,Red,$72.85,0.00,$72.85,06-Aug-25,25,3.8,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,821.25",Over Stock,No Discount
FB000439,Shoes,Mango,Fall,L,Black,$91.53,0.00,$91.53,06-Aug-25,8,1.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$732.24,Over Stock,No Discount
FB000448,Outerwear,Zara,Fall,XXL,Red,$193.14,0.00,$193.14,06-Aug-25,7,3.5,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,351.98",Optimal Stock,No Discount
FB000450,Bottoms,Banana Republic,Fall,M,Gray,$35.37,0.00,$35.37,06-Aug-25,29,4.7,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,025.73",Over Stock,No Discount
FB000453,Bottoms,Forever21,Fall,XXL,White,$81.17,0.00,$81.17,06-Aug-25,21,1.2,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,704.57",Over Stock,No Discount
FB000473,Shoes,Gap,Fall,XS,White,$71.94,0.00,$71.94,06-Aug-25,45,3.3,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,237.30",Over Stock,No Discount
FB000503,Bottoms,Gap,Fall,XL,Navy,$94.53,0.00,$94.53,06-Aug-25,13,2.4,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,228.89",Over Stock,No Discount
FB000522,Bottoms,H&M,Fall,L,Blue,$39.05,0.00,$39.05,06-Aug-25,10,3.5,False,Not Returned,0.00,Moderate,1.00,0.00%,$390.50,Optimal Stock,No Discount
FB000528,Outerwear,Ann Taylor,Fall,XL,Pink,$234.14,0.00,$234.14,06-Aug-25,40,1.7,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$9,365.60",Over Stock,No Discount
FB000533,Outerwear,Gap,Fall,M,Brown,$169.82,0.00,$169.82,06-Aug-25,28,4.0,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$4,754.96",Over Stock,No Discount
FB000544,Shoes,Uniqlo,Fall,L,Pink,$126.23,0.00,$126.23,06-Aug-25,48,2.1,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$6,059.04",Over Stock,No Discount
FB000545,Outerwear,Ann Taylor,Fall,M,Navy,$229.04,0.00,$229.04,06-Aug-25,5,4.5,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,145.20",Low Stock,No Discount
FB000549,Dresses,Zara,Fall,M,Beige,$121.3,0.00,$121.3,06-Aug-25,33,2.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$4,002.90",Over Stock,No Discount
FB000564,Dresses,H&M,Fall,XS,Gray,$119.4,0.00,$119.4,06-Aug-25,45,4.2,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$5,373.00",Over Stock,No Discount
FB000577,Outerwear,H&M,Fall,XXL,White,$246.49,0.00,$246.49,06-Aug-25,20,4.8,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$4,929.80",Optimal Stock,No Discount
FB000582,Tops,Gap,Fall,M,Brown,$41.58,0.00,$41.58,06-Aug-25,3,1.6,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$124.74,Optimal Stock,No Discount
FB000598,Dresses,Mango,Fall,M,Red,$75.54,0.00,$75.54,06-Aug-25,6,4.6,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,$453.24,Low Stock,No Discount
FB000600,Outerwear,Mango,Fall,L,Black,$132.58,0.00,$132.58,06-Aug-25,45,1.6,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$5,966.10",Over Stock,No Discount
FB000601,Bottoms,Zara,Fall,M,White,$93.38,0.00,$93.38,06-Aug-25,7,3.5,False,Not Returned,0.00,Moderate,1.00,0.00%,$653.66,Optimal Stock,No Discount
FB000619,Dresses,Mango,Fall,XL,Green,$119.96,0.00,$119.96,06-Aug-25,5,5.0,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,$599.80,Low Stock,No Discount
FB000620,Shoes,Forever21,Fall,XXL,Red,$130.21,0.00,$130.21,06-Aug-25,50,4.7,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$6,510.50",Over Stock,No Discount
FB000626,Bottoms,Mango,Fall,M,Beige,$93.01,0.00,$93.01,06-Aug-25,34,1.4,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,162.34",Over Stock,No Discount
FB000651,Outerwear,Mango,Fall,S,Green,$208.82,0.00,$208.82,06-Aug-25,45,1.8,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$9,396.90",Over Stock,No Discount
FB000677,Outerwear,Banana Republic,Fall,XXL,Brown,$91.08,0.00,$91.08,06-Aug-25,47,4.9,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$4,280.76",Over Stock,No Discount
FB000694,Bottoms,Zara,Fall,S,Green,$115.14,0.00,$115.14,06-Aug-25,43,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$4,951.02",Over Stock,No Discount
FB000717,Outerwear,Forever21,Fall,L,Pink,$145.93,0.00,$145.93,06-Aug-25,19,1.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$2,772.67",Over Stock,No Discount
FB000724,Tops,Mango,Fall,L,Pink,$108.75,0.00,$108.75,06-Aug-25,38,3.8,False,Not Returned,0.00,Moderate,1.00,0.00%,"$4,132.50",Over Stock,No Discount
FB000730,Bottoms,Mango,Fall,S,Red,$46.76,0.00,$46.76,06-Aug-25,38,2.7,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,776.88",Over Stock,No Discount
FB000737,Bottoms,Banana Republic,Fall,XXL,Navy,$74.67,0.00,$74.67,06-Aug-25,15,4.6,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,120.05",Optimal Stock,No Discount
FB000739,Bottoms,Ann Taylor,Fall,XXL,Brown,$49.6,0.00,$49.6,06-Aug-25,32,4.7,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,587.20",Over Stock,No Discount
FB000766,Bottoms,Gap,Fall,L,Blue,$58.91,0.00,$58.91,06-Aug-25,17,2.0,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,001.47",Over Stock,No Discount
FB000769,Tops,Uniqlo,Fall,L,Gray,$30.53,0.00,$30.53,06-Aug-25,25,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$763.25,Over Stock,No Discount
FB000777,Bottoms,Banana Republic,Fall,XXL,Green,$46.02,0.00,$46.02,06-Aug-25,21,1.1,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$966.42,Over Stock,No Discount
FB000805,Bottoms,Zara,Fall,S,Beige,$109.36,0.00,$109.36,06-Aug-25,0,1.1,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$0.00,Low Stock,No Discount
FB000811,Dresses,Ann Taylor,Fall,XL,White,$63.02,0.00,$63.02,06-Aug-25,37,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$2,331.74",Over Stock,No Discount
FB000837,Shoes,H&M,Fall,XXL,Beige,$97.42,0.00,$97.42,06-Aug-25,35,2.0,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,409.70",Over Stock,No Discount
FB000841,Tops,Banana Republic,Fall,S,Green,$70.77,0.00,$70.77,06-Aug-25,5,3.7,False,Not Returned,0.00,Moderate,1.00,0.00%,$353.85,Low Stock,No Discount
FB000842,Outerwear,Forever21,Fall,S,Gray,$103.49,0.00,$103.49,06-Aug-25,12,1.8,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,241.88",Over Stock,No Discount
FB000855,Dresses,Uniqlo,Fall,M,Navy,$52.45,0.00,$52.45,06-Aug-25,16,1.7,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$839.20,Over Stock,No Discount
FB000871,Dresses,Ann Taylor,Fall,L,Red,$134.77,0.00,$134.77,06-Aug-25,36,4.8,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$4,851.72",Over Stock,No Discount
FB000902,Shoes,H&M,Fall,M,Pink,$172.41,0.00,$172.41,06-Aug-25,33,2.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$5,689.53",Over Stock,No Discount
FB000942,Outerwear,Forever21,Fall,XS,Beige,$180.91,0.00,$180.91,06-Aug-25,10,3.8,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,809.10",Optimal Stock,No Discount
FB000955,Shoes,Zara,Fall,M,Pink,$128.68,0.00,$128.68,06-Aug-25,8,2.2,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,029.44",Over Stock,No Discount
FB000978,Shoes,Banana Republic,Fall,S,Navy,$199.46,0.00,$199.46,06-Aug-25,15,1.4,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$2,991.90",Over Stock,No Discount
FB000982,Outerwear,Banana Republic,Fall,L,Black,$104.18,0.00,$104.18,06-Aug-25,12,5.0,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,250.16",Optimal Stock,No Discount
FB000984,Shoes,H&M,Fall,XL,Pink,$64.4,0.00,$64.4,06-Aug-25,40,4.9,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$2,576.00",Over Stock,No Discount
FB001020,Shoes,Forever21,Fall,M,Navy,$61.04,0.00,$61.04,06-Aug-25,43,1.9,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$2,624.72",Over Stock,No Discount
FB001027,Outerwear,Gap,Fall,L,Purple,$178.39,0.00,$178.39,06-Aug-25,29,4.2,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$5,173.31",Over Stock,No Discount
FB001033,Dresses,H&M,Fall,XS,Beige,$86.38,0.00,$86.38,06-Aug-25,40,2.7,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,455.20",Over Stock,No Discount
FB001039,Tops,Mango,Fall,XXL,Black,$91.03,0.00,$91.03,06-Aug-25,20,2.1,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,820.60",Over Stock,No Discount
FB001041,Tops,Gap,Fall,XS,Navy,$100.03,0.00,$100.03,06-Aug-25,39,1.2,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,901.17",Over Stock,No Discount
FB001053,Outerwear,Mango,Fall,L,Green,$198.44,0.00,$198.44,06-Aug-25,40,2.2,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$7,937.60",Over Stock,No Discount
FB001057,Outerwear,H&M,Fall,XXL,Navy,$205.91,0.00,$205.91,06-Aug-25,3,4.8,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,$617.73,Low Stock,No Discount
FB001079,Dresses,Mango,Fall,L,Pink,$102.04,0.00,$102.04,06-Aug-25,34,3.4,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,469.36",Over Stock,No Discount
FB001085,Shoes,Uniqlo,Fall,S,Gray,$142.83,0.00,$142.83,06-Aug-25,25,3.5,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,570.75",Over Stock,No Discount
FB001100,Shoes,Ann Taylor,Fall,XL,Beige,$173.69,0.00,$173.69,06-Aug-25,25,3.6,False,Not Returned,0.00,Moderate,1.00,0.00%,"$4,342.25",Over Stock,No Discount
FB001101,Outerwear,Zara,Fall,S,Gray,$156.54,0.00,$156.54,06-Aug-25,23,1.8,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,600.42",Over Stock,No Discount
FB001107,Outerwear,Uniqlo,Fall,XXL,Purple,$213.94,0.00,$213.94,06-Aug-25,16,4.7,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$3,423.04",Optimal Stock,No Discount
FB001117,Dresses,Ann Taylor,Fall,XL,Pink,$140.06,0.00,$140.06,06-Aug-25,37,2.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$5,182.22",Over Stock,No Discount
FB001118,Shoes,Mango,Fall,XS,Pink,$154.82,0.00,$154.82,06-Aug-25,10,4.1,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,548.20",Low Stock,No Discount
FB001124,Bottoms,Forever21,Fall,M,Red,$119.63,0.00,$119.63,06-Aug-25,14,2.1,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,674.82",Over Stock,No Discount
FB001148,Tops,Uniqlo,Fall,XL,Green,$33.35,0.00,$33.35,06-Aug-25,29,1.2,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$967.15,Over Stock,No Discount
FB001157,Tops,Forever21,Fall,XS,Green,$100.17,0.00,$100.17,06-Aug-25,18,1.2,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,803.06",Over Stock,No Discount
FB001183,Outerwear,Forever21,Fall,XS,Navy,$225.64,0.00,$225.64,06-Aug-25,31,1.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$6,994.84",Over Stock,No Discount
FB001185,Bottoms,Mango,Fall,XS,White,$92.59,0.00,$92.59,06-Aug-25,39,2.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,611.01",Over Stock,No Discount
FB001199,Tops,Ann Taylor,Fall,M,Red,$74.07,0.00,$74.07,06-Aug-25,47,1.4,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,481.29",Over Stock,No Discount
FB001203,Outerwear,Banana Republic,Fall,XL,Brown,$87.09,0.00,$87.09,06-Aug-25,8,2.8,False,Not Returned,0.00,Moderate,1.00,0.00%,$696.72,Optimal Stock,No Discount
FB001206,Tops,Gap,Fall,XS,Gray,$31.36,0.00,$31.36,06-Aug-25,50,3.4,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,568.00",Over Stock,No Discount
FB001223,Bottoms,Zara,Fall,XXL,Red,$109.05,0.00,$109.05,06-Aug-25,13,3.7,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,417.65",Optimal Stock,No Discount
FB001228,Bottoms,Banana Republic,Fall,XS,Brown,$115.89,0.00,$115.89,06-Aug-25,34,2.9,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,940.26",Over Stock,No Discount
FB001243,Bottoms,Mango,Fall,S,Red,$116.58,0.00,$116.58,06-Aug-25,47,1.2,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$5,479.26",Over Stock,No Discount
FB001249,Shoes,Uniqlo,Fall,XXL,Black,$146.43,0.00,$146.43,06-Aug-25,7,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,025.01",Over Stock,No Discount
FB001259,Outerwear,Ann Taylor,Fall,XXL,Navy,$158.31,0.00,$158.31,06-Aug-25,7,5.0,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,108.17",Low Stock,No Discount
FB001273,Outerwear,Mango,Fall,L,Purple,$209.66,0.00,$209.66,06-Aug-25,30,2.1,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$6,289.80",Over Stock,No Discount
FB001313,Shoes,Uniqlo,Fall,XXL,Brown,$167.27,0.00,$167.27,06-Aug-25,9,4.0,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,505.43",Low Stock,No Discount
FB001328,Tops,Mango,Fall,XS,Pink,$56.35,0.00,$56.35,06-Aug-25,31,1.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,746.85",Over Stock,No Discount
FB001330,Tops,Gap,Fall,XS,Beige,$25.86,0.00,$25.86,06-Aug-25,46,1.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,189.56",Over Stock,No Discount
FB001348,Dresses,Mango,Fall,XS,Blue,$155.32,0.00,$155.32,06-Aug-25,19,4.1,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$2,951.08",Optimal Stock,No Discount
FB001365,Shoes,Gap,Fall,XL,Brown,$117.57,0.00,$117.57,06-Aug-25,30,4.8,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$3,527.10",Over Stock,No Discount
FB001367,Shoes,Ann Taylor,Fall,S,Purple,$158.01,0.00,$158.01,06-Aug-25,19,2.6,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,002.19",Over Stock,No Discount
FB001371,Bottoms,Ann Taylor,Fall,M,Beige,$60.97,0.00,$60.97,06-Aug-25,29,4.5,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,768.13",Over Stock,No Discount
FB001390,Tops,Banana Republic,Fall,S,Gray,$85.94,0.00,$85.94,06-Aug-25,49,1.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$4,211.06",Over Stock,No Discount
FB001402,Tops,Banana Republic,Fall,XXL,Brown,$71.83,0.00,$71.83,06-Aug-25,46,4.5,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$3,304.18",Over Stock,No Discount
FB001410,Shoes,Mango,Fall,S,Navy,$71.46,0.00,$71.46,06-Aug-25,2,3.1,False,Not Returned,0.00,Moderate,1.00,0.00%,$142.92,Low Stock,No Discount
FB001423,Bottoms,Uniqlo,Fall,XS,Purple,$114.29,0.00,$114.29,06-Aug-25,9,3.2,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,028.61",Optimal Stock,No Discount
FB001433,Tops,Ann Taylor,Fall,XS,Red,$70.88,0.00,$70.88,06-Aug-25,5,2.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$354.40,Optimal Stock,No Discount
FB001436,Shoes,Mango,Fall,XL,Pink,$155.85,0.00,$155.85,06-Aug-25,1,3.5,False,Not Returned,0.00,Moderate,1.00,0.00%,$155.85,Low Stock,No Discount
FB001447,Bottoms,Banana Republic,Fall,XS,Red,$74.27,0.00,$74.27,06-Aug-25,6,1.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$445.62,Over Stock,No Discount
FB001453,Tops,Ann Taylor,Fall,XL,Purple,$63.39,0.00,$63.39,06-Aug-25,50,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,169.50",Over Stock,No Discount
FB001465,Outerwear,Uniqlo,Fall,L,Brown,$237.65,0.00,$237.65,06-Aug-25,3,3.4,False,Not Returned,0.00,Moderate,1.00,0.00%,$712.95,Low Stock,No Discount
FB001468,Shoes,Banana Republic,Fall,XXL,Navy,$194.05,0.00,$194.05,06-Aug-25,7,1.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,358.35",Over Stock,No Discount
FB001473,Bottoms,Zara,Fall,L,Black,$108.65,0.00,$108.65,06-Aug-25,26,2.4,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$2,824.90",Over Stock,No Discount
FB001480,Tops,Gap,Fall,M,Pink,$111.09,0.00,$111.09,06-Aug-25,24,2.2,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$2,666.16",Over Stock,No Discount
FB001492,Outerwear,Uniqlo,Fall,L,Green,$162.75,0.00,$162.75,06-Aug-25,13,4.8,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$2,115.75",Optimal Stock,No Discount
FB001495,Outerwear,Ann Taylor,Fall,S,Purple,$143.76,0.00,$143.76,06-Aug-25,7,2.0,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,006.32",Over Stock,No Discount
FB001504,Dresses,Uniqlo,Fall,L,White,$161.79,0.00,$161.79,06-Aug-25,44,3.9,False,Not Returned,0.00,Moderate,1.00,0.00%,"$7,118.76",Over Stock,No Discount
FB001516,Dresses,H&M,Fall,XL,Green,$125.46,0.00,$125.46,06-Aug-25,26,1.1,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,261.96",Over Stock,No Discount
FB001529,Outerwear,Banana Republic,Fall,S,White,$218.06,0.00,$218.06,06-Aug-25,32,4.0,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$6,977.92",Over Stock,No Discount
FB001543,Bottoms,Forever21,Fall,S,Brown,$47.22,0.00,$47.22,06-Aug-25,19,1.9,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$897.18,Over Stock,No Discount
FB001597,Outerwear,H&M,Fall,XL,Blue,$121.56,0.00,$121.56,06-Aug-25,18,3.3,False,Not Returned,0.00,Moderate,1.00,0.00%,"$2,188.08",Over Stock,No Discount
FB001604,Bottoms,Gap,Fall,XS,White,$25.07,0.00,$25.07,06-Aug-25,9,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$225.63,Over Stock,No Discount
FB001621,Outerwear,Uniqlo,Fall,XS,White,$241.81,0.00,$241.81,06-Aug-25,38,3.5,False,Not Returned,0.00,Moderate,1.00,0.00%,"$9,188.78",Over Stock,No Discount
FB001630,Outerwear,Mango,Fall,M,Purple,$138.55,0.00,$138.55,06-Aug-25,25,2.0,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,463.75",Over Stock,No Discount
FB001660,Tops,Forever21,Fall,XS,White,$116.48,0.00,$116.48,06-Aug-25,3,1.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$349.44,Optimal Stock,No Discount
FB001678,Shoes,Banana Republic,Fall,S,Beige,$94.1,0.00,$94.1,06-Aug-25,24,1.4,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$2,258.40",Over Stock,No Discount
FB001682,Dresses,Gap,Fall,M,Red,$113.05,0.00,$113.05,06-Aug-25,47,2.0,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$5,313.35",Over Stock,No Discount
FB001708,Outerwear,Zara,Fall,M,Pink,$108.58,0.00,$108.58,06-Aug-25,44,2.4,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$4,777.52",Over Stock,No Discount
FB001716,Shoes,H&M,Fall,XXL,Navy,$82.65,0.00,$82.65,06-Aug-25,30,4.1,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$2,479.50",Over Stock,No Discount
FB001737,Shoes,Mango,Fall,XS,Beige,$139.91,0.00,$139.91,06-Aug-25,9,3.7,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,259.19",Optimal Stock,No Discount
FB001747,Outerwear,Uniqlo,Fall,XS,Blue,$208.93,0.00,$208.93,06-Aug-25,12,2.3,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$2,507.16",Over Stock,No Discount
FB001754,Dresses,Mango,Fall,XXL,Green,$78.09,0.00,$78.09,06-Aug-25,6,2.0,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$468.54,Over Stock,No Discount
FB001755,Tops,Uniqlo,Fall,XXL,Red,$109.19,0.00,$109.19,06-Aug-25,47,4.5,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$5,131.93",Over Stock,No Discount
FB001766,Bottoms,Forever21,Fall,XXL,Beige,$61.1,0.00,$61.1,06-Aug-25,30,4.6,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,833.00",Over Stock,No Discount
FB001770,Dresses,H&M,Fall,M,Pink,$179.71,0.00,$179.71,06-Aug-25,9,3.9,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,617.39",Optimal Stock,No Discount
FB001787,Outerwear,Banana Republic,Fall,XXL,Navy,$168.8,0.00,$168.8,06-Aug-25,1,1.0,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$168.80,Low Stock,No Discount
FB001801,Bottoms,Zara,Fall,L,Brown,$104.25,0.00,$104.25,06-Aug-25,35,3.1,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,648.75",Over Stock,No Discount
FB001806,Shoes,Zara,Fall,L,Red,$115.09,0.00,$115.09,06-Aug-25,10,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$1,150.90",Over Stock,No Discount
FB001809,Tops,H&M,Fall,L,White,$63.92,0.00,$63.92,06-Aug-25,10,4.4,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,$639.20,Low Stock,No Discount
FB001837,Tops,Mango,Fall,XL,Navy,$26.11,0.00,$26.11,06-Aug-25,41,4.3,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$1,070.51",Over Stock,No Discount
FB001844,Dresses,Mango,Fall,S,Pink,$169.64,0.00,$169.64,06-Aug-25,5,1.6,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$848.20,Optimal Stock,No Discount
FB001875,Shoes,Banana Republic,Fall,XS,Navy,$195.03,0.00,$195.03,06-Aug-25,44,4.4,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$8,581.32",Over Stock,No Discount
FB001895,Shoes,Banana Republic,Fall,L,Red,$169.77,0.00,$169.77,06-Aug-25,39,4.4,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$6,621.03",Over Stock,No Discount
FB001905,Tops,Mango,Fall,XL,Pink,$50.9,0.00,$50.9,06-Aug-25,1,1.8,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$50.90,Low Stock,No Discount
FB001914,Outerwear,Mango,Fall,S,Green,$184.24,0.00,$184.24,06-Aug-25,49,4.0,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$9,027.76",Over Stock,No Discount
FB001925,Bottoms,Forever21,Fall,L,Purple,$117.81,0.00,$117.81,06-Aug-25,22,4.9,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$2,591.82",Optimal Stock,No Discount
FB001928,Dresses,Gap,Fall,XL,Gray,$107.49,0.00,$107.49,06-Aug-25,49,3.3,False,Not Returned,0.00,Moderate,1.00,0.00%,"$5,267.01",Over Stock,No Discount
FB001980,Dresses,Gap,Fall,S,Black,$53.13,0.00,$53.13,06-Aug-25,5,4.6,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,$265.65,Low Stock,No Discount
FB001982,Tops,Uniqlo,Fall,M,Navy,$89.39,0.00,$89.39,06-Aug-25,33,4.2,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,"$2,949.87",Over Stock,No Discount
FB001994,Outerwear,H&M,Fall,XS,Black,$183.05,0.00,$183.05,06-Aug-25,4,4.6,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,$732.20,Low Stock,No Discount
FB002001,Dresses,Forever21,Fall,XL,Green,$115.98,0.00,$115.98,06-Aug-25,42,3.7,False,Not Returned,0.00,Moderate,1.00,0.00%,"$4,871.16",Over Stock,No Discount
FB002011,Outerwear,Zara,Fall,S,Beige,$215.1,0.00,$215.1,06-Aug-25,16,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$3,441.60",Over Stock,No Discount
FB002012,Tops,Ann Taylor,Fall,M,Brown,$40.28,0.00,$40.28,06-Aug-25,35,3.8,False,Not Returned,0.00,Moderate,1.00,0.00%,"$1,409.80",Over Stock,No Discount
FB002026,Tops,Forever21,Fall,L,Blue,$29.61,0.00,$29.61,06-Aug-25,9,1.0,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,$266.49,Over Stock,No Discount
FB002039,Tops,Uniqlo,Fall,XL,Beige,$72.78,0.00,$72.78,06-Aug-25,49,3.1,False,Not Returned,0.00,Moderate,1.00,0.00%,"$3,566.22",Over Stock,No Discount
FB002040,Shoes,Uniqlo,Fall,S,Red,$189.32,0.00,$189.32,06-Aug-25,35,2.5,False,Not Returned,0.00,Low Satisfaction,1.00,0.00%,"$6,626.20",Over Stock,No Discount
FB002044,Shoes,Banana Republic,Fall,L,Blue,$180.99,0.00,$180.99,06-Aug-25,0,4.5,False,Not Returned,0.00,High Satisfaction,1.00,0.00%,$0.00,Low Stock,No Discount
